email_id,domain,open_rate,click_rate,has_spammy_words,num_links,html_email,past_bounce,spam_trap_flag,bounce_likelihood
user77@gmail.com,businessmail.biz,0.54,0.07,0,1,1,0,0,0
user78@protonmail.com,yahoo.com,0.26,0.03,0,2,0,0,0,0
user79@yahoo.com,yahoo.com,0.07,0.07,1,3,0,0,0,0
user80@yahoo.com,outlook.com,0.05,0.12,0,2,1,0,0,0
user81@mail.ru,protonmail.com,0.13,0.11,0,0,0,1,0,1
user82@gmail.com,outlook.com,0.33,0.03,0,2,1,0,0,0
user83@protonmail.com,outlook.com,0.12,0.06,0,3,1,0,0,0
user84@mail.ru,gmail.com,0.11,0.18,1,6,0,0,0,1
user85@gmail.com,yahoo.com,0.32,0.18,0,1,0,0,0,0
user86@yahoo.com,yahoo.com,0.22,0.01,0,5,1,0,0,0
user87@gmail.com,outlook.com,0.3,0.11,0,0,1,1,0,1
user88@tempmail.net,gmail.com,0.4,0.12,0,1,0,0,0,0
user89@outlook.com,gmail.com,0.18,0.18,0,0,0,0,0,0
user90@mail.ru,businessmail.biz,0.23,0.01,0,1,1,0,0,0
user91@outlook.com,mail.ru,0.18,0.1,1,2,1,0,0,0
user92@tempmail.net,businessmail.biz,0.27,0.13,0,2,0,0,0,0
user93@gmail.com,tempmail.net,0.24,0.15,1,3,0,0,0,0
user94@protonmail.com,gmail.com,0.33,0.03,0,3,0,1,0,1
user95@protonmail.com,outlook.com,0.44,0.08,0,4,0,0,1,1
user96@outlook.com,mail.ru,0.39,0.12,0,3,1,0,0,0
user97@yahoo.com,yahoo.com,0.1,0.28,0,2,1,0,0,0
user98@protonmail.com,tempmail.net,0.21,0.09,0,3,0,0,0,0
user99@gmail.com,mail.ru,0.17,0.19,0,2,1,0,0,0
user100@gmail.com,protonmail.com,0.23,0.11,0,1,1,0,1,1
user101@tempmail.net,outlook.com,0.48,0.07,0,1,0,0,0,0
user102@mail.ru,yahoo.com,0.12,0.14,0,1,0,0,0,0
user103@gmail.com,mail.ru,0.17,0.11,0,2,1,1,0,1
user104@tempmail.net,tempmail.net,0.24,0.01,0,3,0,0,1,1
user105@businessmail.biz,yahoo.com,0.2,0.07,1,3,1,0,1,1
user106@gmail.com,yahoo.com,0.15,0.05,0,5,1,0,1,1
user107@mail.ru,mail.ru,0.3,0.1,0,3,0,0,0,0
user108@yahoo.com,tempmail.net,0.26,0.18,0,2,0,0,0,0
user109@gmail.com,outlook.com,0.18,0.14,0,1,0,0,0,0
user110@businessmail.biz,protonmail.com,0.07,0.06,0,0,0,0,1,1
user111@businessmail.biz,outlook.com,0.37,0.09,0,1,0,0,0,0
user112@protonmail.com,businessmail.biz,0.17,0.0,0,0,0,0,0,0
user113@outlook.com,yahoo.com,0.65,0.06,0,1,1,0,0,0
user114@yahoo.com,yahoo.com,0.5,0.19,0,3,1,0,0,0
user115@outlook.com,businessmail.biz,0.41,0.18,0,0,0,0,0,0
user116@businessmail.biz,businessmail.biz,0.38,0.01,0,1,1,0,0,0
user117@protonmail.com,mail.ru,0.48,0.08,0,2,1,0,0,0
user118@protonmail.com,businessmail.biz,0.45,0.14,0,2,0,0,0,0
user119@mail.ru,outlook.com,0.31,0.07,0,2,0,0,0,0
user120@tempmail.net,tempmail.net,0.35,0.0,0,0,1,0,0,0
user121@outlook.com,protonmail.com,0.54,0.2,0,2,1,0,0,0
user122@gmail.com,businessmail.biz,0.31,0.17,0,2,0,1,0,1
user123@gmail.com,mail.ru,0.15,0.03,0,3,0,0,0,0
user124@yahoo.com,yahoo.com,0.45,0.09,0,1,1,0,0,0
user125@tempmail.net,businessmail.biz,0.36,0.09,0,1,1,0,0,0
user126@outlook.com,tempmail.net,0.06,0.23,0,3,0,0,0,0
user127@gmail.com,protonmail.com,0.23,0.05,0,4,1,0,0,0
user128@businessmail.biz,yahoo.com,0.19,0.08,0,3,0,0,0,0
user129@mail.ru,outlook.com,0.52,0.04,0,2,1,0,0,0
user130@tempmail.net,protonmail.com,0.22,0.21,0,2,1,0,1,1
user131@protonmail.com,yahoo.com,0.14,0.17,0,1,0,0,0,0
user132@yahoo.com,businessmail.biz,0.47,0.11,0,4,1,0,0,0
user133@outlook.com,yahoo.com,0.16,0.08,0,2,1,0,0,0
user134@mail.ru,mail.ru,0.06,0.02,0,0,0,0,0,0
user135@businessmail.biz,yahoo.com,0.34,0.15,0,4,0,0,0,0
user136@businessmail.biz,tempmail.net,0.31,0.01,0,0,1,0,0,0
user137@mail.ru,businessmail.biz,0.28,0.03,0,1,1,0,0,0
user138@yahoo.com,outlook.com,0.33,0.13,0,1,0,0,1,1
user139@protonmail.com,mail.ru,0.41,0.07,1,1,0,0,0,0
user140@yahoo.com,mail.ru,0.32,0.2,0,1,1,0,0,0
user141@yahoo.com,gmail.com,0.18,0.15,0,0,1,0,0,0
user142@protonmail.com,tempmail.net,0.11,0.05,0,1,1,1,0,1
user143@mail.ru,tempmail.net,0.06,0.13,0,2,0,0,0,0
user144@yahoo.com,tempmail.net,0.39,0.28,0,0,1,0,0,0
user145@businessmail.biz,gmail.com,0.22,0.04,0,2,0,0,0,0
user146@outlook.com,tempmail.net,0.17,0.0,0,3,0,0,0,0
user147@mail.ru,mail.ru,0.07,0.18,0,2,0,0,0,0
user148@yahoo.com,gmail.com,0.21,0.3,0,0,1,0,0,0
user149@yahoo.com,mail.ru,0.36,0.24,0,2,1,0,0,0
user150@protonmail.com,mail.ru,0.32,0.04,0,0,1,0,0,0
user151@mail.ru,outlook.com,0.14,0.07,0,0,0,0,0,0
user152@businessmail.biz,businessmail.biz,0.22,0.31,0,0,1,0,0,0
user153@businessmail.biz,mail.ru,0.14,0.01,0,4,1,0,0,0
user154@businessmail.biz,tempmail.net,0.06,0.03,0,1,0,0,0,0
user155@tempmail.net,businessmail.biz,0.58,0.12,1,4,0,0,0,0
user156@protonmail.com,mail.ru,0.17,0.07,1,3,0,0,0,0
user157@protonmail.com,tempmail.net,0.49,0.26,0,3,1,0,0,0
user158@gmail.com,gmail.com,0.22,0.28,0,1,1,0,0,0
user159@outlook.com,outlook.com,0.37,0.07,1,0,1,0,0,0
user160@yahoo.com,mail.ru,0.39,0.43,0,1,1,1,0,1
user161@outlook.com,protonmail.com,0.29,0.01,1,5,0,0,0,0
user162@mail.ru,gmail.com,0.36,0.04,0,0,0,0,0,0
user163@gmail.com,tempmail.net,0.37,0.22,0,4,1,0,0,0
user164@tempmail.net,protonmail.com,0.43,0.04,1,1,1,0,0,0
user165@yahoo.com,tempmail.net,0.06,0.14,0,0,0,0,0,0
user166@mail.ru,gmail.com,0.15,0.07,0,4,0,1,0,1
user167@businessmail.biz,yahoo.com,0.69,0.17,0,2,1,0,0,0
user168@mail.ru,outlook.com,0.05,0.18,1,4,1,0,0,0
user169@yahoo.com,yahoo.com,0.19,0.02,0,2,1,0,0,0
user170@gmail.com,yahoo.com,0.27,0.02,0,0,1,0,0,0
user171@outlook.com,protonmail.com,0.32,0.03,0,2,1,1,0,1
user172@businessmail.biz,yahoo.com,0.48,0.26,0,2,1,0,0,0
user173@gmail.com,businessmail.biz,0.32,0.07,0,2,0,0,0,0
user174@businessmail.biz,tempmail.net,0.49,0.13,0,2,1,0,0,0
user175@yahoo.com,yahoo.com,0.18,0.11,0,1,0,0,0,0
user176@mail.ru,gmail.com,0.03,0.04,0,2,1,0,0,0
user177@mail.ru,protonmail.com,0.44,0.01,0,2,1,0,0,0
user178@yahoo.com,mail.ru,0.22,0.03,0,3,1,0,0,0
user179@protonmail.com,protonmail.com,0.13,0.0,1,2,1,1,0,1
user180@yahoo.com,tempmail.net,0.56,0.12,0,2,1,0,0,0
user181@outlook.com,tempmail.net,0.14,0.04,1,5,0,0,0,0
user182@tempmail.net,mail.ru,0.19,0.19,0,2,0,0,0,0
user183@businessmail.biz,tempmail.net,0.28,0.14,1,1,0,0,0,0
user184@businessmail.biz,gmail.com,0.26,0.05,0,1,0,0,0,0
user185@gmail.com,gmail.com,0.17,0.04,0,2,1,0,0,0
user186@mail.ru,gmail.com,0.39,0.03,0,3,0,0,0,0
user187@gmail.com,yahoo.com,0.14,0.11,1,4,0,0,0,0
user188@gmail.com,gmail.com,0.47,0.02,0,3,1,1,0,1
user189@gmail.com,protonmail.com,0.62,0.02,0,2,0,0,0,0
user190@businessmail.biz,tempmail.net,0.31,0.09,0,2,0,0,0,0
user191@businessmail.biz,protonmail.com,0.31,0.28,0,2,1,0,0,0
user192@businessmail.biz,outlook.com,0.13,0.08,0,1,0,0,0,0
user193@mail.ru,mail.ru,0.72,0.13,0,2,1,0,0,0
user194@mail.ru,yahoo.com,0.12,0.04,0,3,0,1,0,1
user195@businessmail.biz,outlook.com,0.29,0.16,0,4,1,0,0,0
user196@tempmail.net,mail.ru,0.51,0.0,0,1,1,0,0,0
user197@businessmail.biz,mail.ru,0.16,0.17,0,0,0,0,0,0
user198@tempmail.net,protonmail.com,0.26,0.02,0,3,1,0,0,0
user199@tempmail.net,outlook.com,0.14,0.1,0,2,0,0,0,0
user200@gmail.com,businessmail.biz,0.39,0.06,1,1,1,0,0,0
user201@tempmail.net,protonmail.com,0.46,0.1,0,1,0,1,0,1
user202@mail.ru,mail.ru,0.13,0.17,0,4,1,0,0,0
user203@yahoo.com,businessmail.biz,0.06,0.0,0,3,0,0,0,1
user204@tempmail.net,yahoo.com,0.02,0.06,0,4,1,0,0,0
user205@gmail.com,mail.ru,0.16,0.1,0,1,1,0,0,0
user206@tempmail.net,businessmail.biz,0.27,0.1,0,1,0,0,0,0
user207@businessmail.biz,protonmail.com,0.53,0.02,0,2,1,0,0,0
user208@businessmail.biz,protonmail.com,0.31,0.12,0,2,0,1,0,1
user209@protonmail.com,businessmail.biz,0.25,0.12,0,1,0,0,0,0
user210@outlook.com,tempmail.net,0.4,0.22,0,2,0,0,0,0
user211@mail.ru,protonmail.com,0.37,0.13,1,2,1,0,0,0
user212@gmail.com,tempmail.net,0.22,0.12,0,3,0,1,0,1
user213@protonmail.com,gmail.com,0.09,0.02,1,3,1,0,0,0
user214@outlook.com,yahoo.com,0.43,0.01,0,1,1,0,0,0
user215@gmail.com,protonmail.com,0.31,0.12,0,1,1,0,0,0
user216@mail.ru,protonmail.com,0.09,0.05,0,3,0,0,0,0
user217@outlook.com,mail.ru,0.32,0.06,0,0,1,0,0,0
user218@gmail.com,tempmail.net,0.17,0.0,0,6,1,0,1,1
user219@protonmail.com,protonmail.com,0.52,0.25,0,2,0,0,0,0
user220@gmail.com,businessmail.biz,0.14,0.18,0,2,0,0,0,0
user221@gmail.com,businessmail.biz,0.44,0.24,1,3,1,0,0,0
user222@protonmail.com,outlook.com,0.56,0.01,1,1,1,0,0,0
user223@tempmail.net,tempmail.net,0.2,0.16,0,1,1,0,0,0
user224@businessmail.biz,tempmail.net,0.27,0.02,0,1,0,0,0,0
user225@yahoo.com,mail.ru,0.34,0.02,0,2,0,0,0,0
user226@businessmail.biz,yahoo.com,0.31,0.01,1,0,0,0,0,0
user227@outlook.com,mail.ru,0.08,0.07,0,1,0,0,0,0
user228@protonmail.com,tempmail.net,0.2,0.03,0,1,1,0,0,0
user229@protonmail.com,businessmail.biz,0.47,0.05,0,5,1,0,0,0
user230@outlook.com,gmail.com,0.22,0.06,0,1,1,1,0,1
user231@protonmail.com,yahoo.com,0.56,0.13,0,4,0,0,0,0
user232@yahoo.com,gmail.com,0.46,0.03,1,2,1,0,0,0
user233@outlook.com,mail.ru,0.23,0.16,0,5,1,0,0,0
user234@tempmail.net,tempmail.net,0.19,0.05,0,4,0,0,0,0
user235@protonmail.com,businessmail.biz,0.11,0.07,0,1,1,0,0,0
user236@tempmail.net,protonmail.com,0.12,0.13,0,0,0,0,0,0
user237@tempmail.net,mail.ru,0.22,0.1,0,1,1,0,0,0
user238@gmail.com,yahoo.com,0.17,0.02,0,3,0,0,0,0
user239@protonmail.com,gmail.com,0.24,0.13,0,3,0,0,0,0
user240@gmail.com,businessmail.biz,0.44,0.18,0,3,1,0,0,0
user241@outlook.com,mail.ru,0.31,0.02,0,1,0,0,0,0
user242@tempmail.net,gmail.com,0.41,0.11,0,2,1,0,0,0
user243@yahoo.com,tempmail.net,0.24,0.04,0,2,1,0,0,0
user244@outlook.com,mail.ru,0.31,0.21,0,1,1,0,1,1
user245@gmail.com,outlook.com,0.22,0.02,0,4,0,0,0,0
user246@protonmail.com,protonmail.com,0.23,0.03,0,4,0,0,0,0
user247@businessmail.biz,businessmail.biz,0.6,0.17,0,0,0,0,0,0
user248@tempmail.net,mail.ru,0.19,0.14,0,2,1,0,0,0
user249@tempmail.net,businessmail.biz,0.33,0.03,0,3,0,0,0,0
user250@gmail.com,mail.ru,0.15,0.12,0,4,0,0,0,0
user251@gmail.com,tempmail.net,0.59,0.0,0,1,0,0,0,0
user252@businessmail.biz,mail.ru,0.14,0.22,0,3,1,0,0,0
user253@outlook.com,yahoo.com,0.15,0.01,0,4,1,0,0,0
user254@outlook.com,outlook.com,0.47,0.11,1,1,0,0,0,0
user255@outlook.com,businessmail.biz,0.35,0.01,0,2,0,0,0,0
user256@yahoo.com,yahoo.com,0.22,0.34,0,3,1,0,0,0
user257@mail.ru,gmail.com,0.38,0.05,0,2,1,0,0,0
user258@tempmail.net,gmail.com,0.25,0.26,0,3,0,0,1,1
user259@mail.ru,mail.ru,0.19,0.03,0,3,0,1,0,1
user260@mail.ru,tempmail.net,0.22,0.07,0,4,0,0,0,0
user261@mail.ru,mail.ru,0.55,0.05,0,1,1,0,0,0
user262@outlook.com,outlook.com,0.43,0.21,0,3,0,0,0,0
user263@protonmail.com,gmail.com,0.34,0.06,0,1,0,0,0,0
user264@mail.ru,gmail.com,0.28,0.21,1,1,1,1,0,1
user265@protonmail.com,yahoo.com,0.2,0.05,0,0,1,1,0,1
user266@yahoo.com,yahoo.com,0.2,0.01,1,5,0,0,0,0
user267@businessmail.biz,gmail.com,0.42,0.04,0,2,0,0,0,0
user268@outlook.com,outlook.com,0.09,0.05,0,1,0,0,0,0
user269@businessmail.biz,yahoo.com,0.07,0.05,1,2,1,0,0,0
user270@mail.ru,mail.ru,0.37,0.11,0,1,1,0,0,0
user271@yahoo.com,protonmail.com,0.18,0.02,0,4,1,0,0,0
user272@mail.ru,businessmail.biz,0.47,0.04,0,0,0,0,0,0
user273@businessmail.biz,businessmail.biz,0.44,0.01,0,0,1,0,0,0
user274@protonmail.com,businessmail.biz,0.27,0.05,0,3,0,0,0,0
user275@gmail.com,outlook.com,0.44,0.28,0,0,1,0,0,0
user276@gmail.com,outlook.com,0.45,0.07,0,6,1,0,1,1
user277@yahoo.com,yahoo.com,0.51,0.11,0,5,0,0,0,0
user278@gmail.com,mail.ru,0.2,0.08,0,1,1,0,0,0
user279@mail.ru,businessmail.biz,0.06,0.07,0,2,1,0,0,0
user280@tempmail.net,outlook.com,0.01,0.18,0,2,0,1,0,1
user281@yahoo.com,tempmail.net,0.44,0.12,0,0,0,0,0,0
user282@yahoo.com,businessmail.biz,0.26,0.25,0,1,1,0,0,0
user283@tempmail.net,tempmail.net,0.12,0.02,0,3,0,0,0,0
user284@yahoo.com,mail.ru,0.29,0.07,0,5,0,0,1,1
user285@businessmail.biz,protonmail.com,0.25,0.05,0,4,0,0,0,0
user286@outlook.com,gmail.com,0.27,0.03,0,2,1,0,0,0
user287@yahoo.com,protonmail.com,0.23,0.02,0,1,1,0,0,0
user288@gmail.com,mail.ru,0.4,0.05,0,1,1,0,0,0
user289@gmail.com,outlook.com,0.12,0.28,0,0,1,1,0,1
user290@outlook.com,outlook.com,0.24,0.0,0,1,1,0,0,0
user291@gmail.com,gmail.com,0.17,0.15,0,0,1,0,0,0
user292@outlook.com,protonmail.com,0.36,0.26,0,3,1,0,0,0
user293@businessmail.biz,outlook.com,0.16,0.1,0,1,0,0,0,0
user294@mail.ru,tempmail.net,0.1,0.17,0,1,0,0,0,0
user295@yahoo.com,tempmail.net,0.33,0.17,1,4,0,0,0,0
user296@yahoo.com,outlook.com,0.31,0.15,0,2,0,0,0,0
user297@mail.ru,protonmail.com,0.08,0.03,1,2,1,0,0,0
user298@gmail.com,protonmail.com,0.47,0.14,0,2,1,0,0,0
user299@tempmail.net,protonmail.com,0.32,0.15,0,3,0,0,0,0
user300@businessmail.biz,businessmail.biz,0.21,0.04,0,5,1,0,0,0
user301@tempmail.net,businessmail.biz,0.04,0.15,0,2,1,0,0,0
user302@businessmail.biz,yahoo.com,0.42,0.05,0,2,0,0,0,0
user303@protonmail.com,protonmail.com,0.31,0.12,0,2,1,0,0,0
user304@gmail.com,businessmail.biz,0.36,0.09,0,3,0,0,0,0
user305@yahoo.com,yahoo.com,0.32,0.15,1,0,0,1,0,1
user306@mail.ru,yahoo.com,0.06,0.01,0,2,1,0,0,1
user307@outlook.com,protonmail.com,0.22,0.34,0,3,1,0,0,0
user308@businessmail.biz,tempmail.net,0.42,0.19,1,3,0,0,0,0
user309@gmail.com,businessmail.biz,0.09,0.21,0,0,0,0,0,0
user310@mail.ru,gmail.com,0.24,0.01,0,1,1,0,0,0
user311@tempmail.net,tempmail.net,0.11,0.04,0,1,0,0,0,0
user312@gmail.com,mail.ru,0.39,0.12,0,3,1,0,0,0
user313@outlook.com,outlook.com,0.26,0.02,0,1,0,1,0,1
user314@tempmail.net,yahoo.com,0.38,0.22,1,3,0,0,0,0
user315@outlook.com,gmail.com,0.37,0.01,0,3,0,0,0,0
user316@outlook.com,outlook.com,0.58,0.16,0,1,1,0,0,0
user317@protonmail.com,protonmail.com,0.56,0.02,0,1,0,0,0,0
user318@protonmail.com,businessmail.biz,0.09,0.03,1,2,0,0,1,1
user319@mail.ru,outlook.com,0.34,0.2,0,4,1,0,0,0
user320@gmail.com,businessmail.biz,0.61,0.12,0,2,0,1,0,1
user321@outlook.com,outlook.com,0.31,0.02,0,1,1,0,0,0
user322@outlook.com,mail.ru,0.65,0.11,0,3,0,0,0,0
user323@tempmail.net,businessmail.biz,0.23,0.25,0,0,0,0,0,0
user324@mail.ru,gmail.com,0.45,0.14,0,0,0,0,0,0
user325@businessmail.biz,yahoo.com,0.6,0.0,0,3,1,0,0,0
user326@mail.ru,protonmail.com,0.14,0.16,0,2,0,0,0,0
user327@yahoo.com,tempmail.net,0.24,0.17,0,2,1,0,0,0
user328@yahoo.com,yahoo.com,0.6,0.16,0,2,0,0,0,0
user329@tempmail.net,tempmail.net,0.29,0.23,0,2,1,0,0,0
user330@protonmail.com,tempmail.net,0.4,0.09,0,1,1,0,0,0
user331@yahoo.com,businessmail.biz,0.45,0.13,0,4,0,1,0,1
user332@protonmail.com,outlook.com,0.18,0.02,0,3,1,0,0,0
user333@gmail.com,tempmail.net,0.41,0.02,0,1,0,0,0,0
user334@gmail.com,protonmail.com,0.35,0.14,0,1,1,0,0,0
user335@outlook.com,protonmail.com,0.18,0.22,0,1,1,0,0,0
user336@outlook.com,yahoo.com,0.21,0.1,0,1,0,0,0,0
user337@outlook.com,tempmail.net,0.61,0.09,0,2,0,0,0,0
user338@protonmail.com,gmail.com,0.14,0.1,0,3,0,1,0,1
user339@outlook.com,gmail.com,0.44,0.21,0,1,0,0,0,0
user340@tempmail.net,mail.ru,0.31,0.2,0,3,1,0,0,0
user341@tempmail.net,gmail.com,0.46,0.12,0,0,1,1,0,1
user342@outlook.com,tempmail.net,0.43,0.34,1,0,1,0,0,0
user343@yahoo.com,tempmail.net,0.28,0.06,0,3,0,0,0,0
user344@mail.ru,tempmail.net,0.19,0.17,0,2,1,0,0,0
user345@protonmail.com,tempmail.net,0.56,0.08,0,1,0,0,0,0
user346@protonmail.com,mail.ru,0.5,0.02,0,5,1,0,0,0
user347@outlook.com,protonmail.com,0.32,0.18,0,3,1,0,0,0
user348@mail.ru,gmail.com,0.29,0.12,0,2,0,0,0,0
user349@mail.ru,gmail.com,0.13,0.07,1,1,0,0,0,0
user350@gmail.com,tempmail.net,0.44,0.05,0,1,1,0,0,0
user351@outlook.com,gmail.com,0.58,0.14,0,0,0,0,0,0
user352@mail.ru,gmail.com,0.12,0.09,0,2,1,0,0,0
user353@tempmail.net,tempmail.net,0.14,0.0,0,1,1,0,0,0
user354@outlook.com,mail.ru,0.19,0.37,0,5,0,0,0,0
user355@outlook.com,outlook.com,0.19,0.07,0,1,0,0,0,0
user356@protonmail.com,mail.ru,0.28,0.01,0,1,1,0,0,0
user357@protonmail.com,gmail.com,0.26,0.06,0,1,1,0,0,0
user358@outlook.com,protonmail.com,0.12,0.07,0,2,0,0,0,0
user359@yahoo.com,businessmail.biz,0.59,0.22,0,2,0,0,0,0
user360@yahoo.com,yahoo.com,0.14,0.45,0,2,0,0,0,0
user361@protonmail.com,mail.ru,0.27,0.08,0,1,0,0,0,0
user362@mail.ru,yahoo.com,0.17,0.02,0,5,0,0,0,0
user363@mail.ru,mail.ru,0.51,0.04,1,3,0,0,0,0
user364@tempmail.net,tempmail.net,0.22,0.02,0,0,0,1,0,1
user365@tempmail.net,mail.ru,0.3,0.06,0,1,1,0,0,0
user366@gmail.com,protonmail.com,0.6,0.06,0,0,0,0,0,0
user367@gmail.com,tempmail.net,0.23,0.23,0,3,0,0,0,0
user368@protonmail.com,outlook.com,0.33,0.2,0,2,0,0,0,0
user369@protonmail.com,outlook.com,0.16,0.33,0,1,0,0,0,0
user370@tempmail.net,gmail.com,0.26,0.07,1,2,0,0,0,0
user371@gmail.com,gmail.com,0.39,0.09,0,4,1,0,0,0
user372@outlook.com,businessmail.biz,0.12,0.02,0,3,0,0,0,0
user373@mail.ru,tempmail.net,0.23,0.34,0,4,0,0,0,0
user374@mail.ru,mail.ru,0.34,0.07,0,0,1,0,0,0
user375@outlook.com,tempmail.net,0.07,0.33,0,0,0,0,0,0
user376@mail.ru,yahoo.com,0.38,0.02,0,3,1,0,0,0
user377@tempmail.net,protonmail.com,0.32,0.07,0,4,0,0,0,0
user378@gmail.com,yahoo.com,0.2,0.12,1,2,0,0,0,0
user379@protonmail.com,gmail.com,0.29,0.31,0,0,0,0,0,0
user380@businessmail.biz,tempmail.net,0.6,0.09,0,3,1,0,0,0
